customer_id,customer_name,city,country,age_group,segment,signup_date,acquisition_channel,is_member
CUST_48,Chantal du Maréchal,Sainte Astrid,Yougoslavie,46-60,Freelance,2025-06-27,Google Search,1
CUST_49,Benjamin Lefèvre-Julien,Paul-les-Bains,Cap Vert,26-35,Freelance,2025-05-13,LinkedIn,1
CUST_50,Adèle Blanc,Jeannec,Gabon,18-25,PME,2025-01-01,LinkedIn,0
CUST_51,Bernard Guillon,Verdier,Bermudes (Les),46-60,Freelance,2024-10-15,Instagram,1
CUST_52,Martine Carre,Maillet-sur-Techer,Seychelles,46-60,PME,2024-12-03,Google Search,1
CUST_53,Corinne Coste,Dupuis,Slovénie,18-25,Startup,2024-03-16,LinkedIn,1
CUST_54,Margaret de la Lemonnier,Lacombe,Qatar,18-25,Startup,2024-08-23,Referral,1
CUST_55,Anne Blin du Blondel,Hoareau,Slovaquie,36-45,Freelance,2024-12-11,LinkedIn,0
CUST_56,Bernard Thomas,Allard,Suède,26-35,PME,2025-05-15,LinkedIn,1
CUST_57,Gérard Couturier-Charrier,Saint Frédéric,Lithuanie,18-25,PME,2024-12-08,LinkedIn,0
CUST_58,Louis Pascal,Maillet-la-Forêt,Nigeria,36-45,Startup,2025-06-29,Instagram,1
CUST_59,Daniel Andre,Normand,Burundi,26-35,Startup,2024-07-26,LinkedIn,0
CUST_60,Juliette Laroche-Clément,Valette,Cayman (Îles),46-60,Enterprise,2024-08-27,Google Search,0
CUST_61,Thibault Barre,Sainte Juliettedan,Benin,18-25,Freelance,2024-08-05,Google Search,0
CUST_62,Thomas Salmon,Lombard-sur-Robert,Dominique,36-45,Freelance,2024-09-25,Partnership,0
CUST_63,Joséphine-Constance Bernard,Diaz,Wallis et Futuna (Îles),46-60,Freelance,2025-03-15,Google Search,1
CUST_64,Jules Giraud,Lebreton-sur-Chevalier,Bhoutan,18-25,Enterprise,2024-07-18,Partnership,1
CUST_65,Gabrielle Lecoq,Saint Théodore,Irak,46-60,PME,2025-02-17,Instagram,0
CUST_66,Jacques de Perret,Ferranddan,Israël,18-25,Freelance,2025-06-20,LinkedIn,0
CUST_67,Thomas Gay,Collet,Côte d'Ivoire,18-25,PME,2025-02-26,LinkedIn,1
CUST_68,Laurent Blanchard,Saint PauletteBourg,Kirghizistan,26-35,Freelance,2024-03-06,Google Search,0
CUST_69,Adrien Dufour,Guillet,Israël,26-35,Enterprise,2024-03-23,Partnership,1
CUST_70,Richard Evrard,Picard-sur-Lucas,Malawi,18-25,Startup,2024-05-31,Google Search,1
CUST_71,Benoît Guillaume Le Hoareau,Martel,Montserrat,26-35,Enterprise,2024-10-03,Google Search,1
CUST_72,Gérard Albert-Prévost,Augerdan,Équateur,26-35,Startup,2024-03-10,Google Search,1
CUST_73,Cécile Muller,Saint Luceboeuf,Philippines,18-25,Freelance,2024-01-30,Google Search,0
CUST_74,Nathalie de Martel,Saint Agnès,Afghanistan,26-35,Freelance,2024-07-14,Instagram,0
CUST_75,Michelle-Élodie Lopes,Sainte Philippine,Guyane,18-25,PME,2025-04-19,Partnership,0
CUST_76,Antoine de la Bruneau,Sainte AntoineBourg,Gabon,46-60,PME,2024-01-14,LinkedIn,1
CUST_77,Alexandre Vasseur de la Rocher,Baron,Féroé (Îles),18-25,PME,2025-06-03,LinkedIn,0
CUST_78,René-Julien Le Gall,Cohen-la-Forêt,Lettonie,26-35,Freelance,2024-01-27,Referral,0
CUST_79,Thibault de Picard,Verdier,Libéria,18-25,Freelance,2025-02-17,LinkedIn,0
CUST_80,Céline de la Rivière,Pottier,Chili,36-45,PME,2024-07-02,Referral,0
CUST_81,Joseph Brunel,Valentin-sur-Mer,Wallis et Futuna (Îles),46-60,Freelance,2024-04-14,TikTok,0
CUST_82,Honoré Joseph,LombardVille,Finlande,46-60,PME,2024-09-15,Instagram,0
CUST_83,Patrick Benoit,Thierry,Tuvalu,18-25,PME,2024-02-19,LinkedIn,1
CUST_84,Thibault Menard,Saint Laurence,Heard et McDonald (Îles),18-25,Freelance,2025-01-31,Partnership,0
CUST_85,Alexandre Lagarde,Lesage,Philippines,46-60,Agency,2024-10-05,LinkedIn,1
CUST_86,Margaud Gauthier,RivièreVille,Afrique du sud,26-35,Startup,2025-01-28,Event Walk-in,0
CUST_87,Gabrielle-Philippine Gay,Garnier,Panama,26-35,Freelance,2024-10-11,LinkedIn,0
CUST_88,Thibault Boucher,Martel-sur-Allard,Libéria,46-60,PME,2024-04-21,LinkedIn,0
CUST_89,Thierry Teixeira,Sainte JoséphineVille,Singapour,26-35,Freelance,2024-04-06,LinkedIn,1
CUST_90,Dorothée Charrier,Dupré-sur-Bonnet,Turks et Caïques (Îles),18-25,Startup,2024-05-23,Google Search,0
CUST_91,Raymond Lombard,Briand,Saint-Kitts et Nevis,36-45,Startup,2024-04-22,LinkedIn,0
CUST_92,Sylvie Hervé,GrenierBourg,Cambodge,18-25,Freelance,2025-04-07,Google Search,0
CUST_93,Antoinette de la Nguyen,Clément,Cap Vert,26-35,PME,2024-04-16,Google Search,0
CUST_94,Claude Coste,Schneiderboeuf,Mozambique,26-35,Startup,2025-03-22,Google Search,1
CUST_95,Astrid Gomes,Guérin,Kenya,18-25,Startup,2024-07-20,LinkedIn,0
CUST_96,Noël Weiss,Legranddan,Tadjikistan,46-60,Freelance,2024-08-18,Partnership,0
CUST_97,Marcel Le Dumas,Vasseur,Irak,36-45,PME,2025-03-02,Google Search,0
CUST_98,Christelle Hardy-Courtois,Mauricedan,Malte,36-45,Startup,2025-01-25,LinkedIn,0
CUST_99,Noémi-Alexandria Raynaud,Fernandes,Swaziland,36-45,Enterprise,2024-07-19,Google Search,1
CUST_100,Thomas Perrin,Saint Frédérique,Andorre,46-60,Freelance,2024-07-07,Google Search,1
CUST_101,Olivie-Noémi Chevallier,Hamon,Suisse,18-25,Freelance,2024-06-22,LinkedIn,1
CUST_102,Zacharie Grégoire,Boucher,Haïti,46-60,Freelance,2024-08-05,Partnership,1
CUST_103,Stéphane-Lucas Dupré,Seguin,Antigua et Barbuda,36-45,Freelance,2024-08-14,Partnership,1
CUST_104,Danielle Fournier,Pelletier,Malaisie,26-35,PME,2025-01-07,Referral,0
CUST_105,William Rousseau,Buisson,Burkina Faso,26-35,Startup,2025-02-21,LinkedIn,0
CUST_106,Marianne Dupré,Godard-sur-Laporte,Bosnie-Herzégovine,18-25,Freelance,2024-06-06,LinkedIn,1
CUST_107,Anaïs Reynaud,Ruiz,Roumanie,26-35,Startup,2025-05-25,Google Search,1
CUST_108,Stéphane Menard Le Bourdon,Sainte André,Rwanda,46-60,Startup,2024-03-24,Instagram,1
CUST_109,Christine Joseph,Saint Marine-la-Forêt,Géorgie du Sud et Sandwich du Sud (Îles),46-60,Freelance,2024-07-03,LinkedIn,0
CUST_110,Antoinette Royer,Sainte Monique,Roumanie,18-25,Enterprise,2025-01-23,LinkedIn,1
CUST_111,Élisabeth Moreau,Pineau-sur-Bourgeois,Mongolie,46-60,Startup,2024-08-17,Google Search,0
CUST_112,Joseph-Luc Petitjean,Laurent-sur-Lesage,Groenland,26-35,PME,2024-07-06,Google Search,0
CUST_113,Arnaude de la Launay,Fleury,Lettonie,26-35,Startup,2025-05-31,Google Search,0
CUST_114,Capucine Grondin,Deschamps,Kazakhstan,18-25,Enterprise,2024-10-15,LinkedIn,0
CUST_115,Adrien Le Lecomte,Larocheboeuf,Wallis et Futuna (Îles),18-25,PME,2024-03-12,Event Walk-in,0
CUST_116,Marcel-Marcel Millet,Le Goff-la-Forêt,Royaume-Uni,18-25,PME,2025-04-26,Google Search,0
CUST_117,Martin Ollivier,Delorme,Syrie,18-25,Startup,2025-04-26,LinkedIn,1
CUST_118,Victoire Huet,Saint Arthur-sur-Mer,Venezuela,46-60,Freelance,2024-06-28,LinkedIn,0
CUST_119,Margot du Delattre,Maillet,Macau,36-45,Startup,2024-04-27,Google Search,1
CUST_120,Inès Pires-Girard,Sainte Adélaïdeboeuf,Lettonie,46-60,Freelance,2024-05-29,TikTok,0
CUST_121,Alain Maury,Maillot-la-Forêt,Belize,26-35,Startup,2025-01-07,Google Search,1
CUST_122,Claire Berthelot,DurandBourg,Mozambique,36-45,Startup,2024-01-06,Instagram,0
CUST_123,Aimée Aubert,Dos Santos,Malte,46-60,Startup,2025-03-26,LinkedIn,0
CUST_124,Roger Laurent,Rocherboeuf,Italie,46-60,Startup,2024-05-29,LinkedIn,1
CUST_125,Sébastien-Éric Bouvet,Guyon-sur-Mer,Saint-Marin (Rép. de),18-25,PME,2025-04-25,Google Search,1
CUST_126,Adrien-Eugène Leroy,Auger,Canada,36-45,Agency,2024-02-21,TikTok,0
CUST_127,Emmanuel du Guillot,LouisVille,Sénégal,46-60,Enterprise,2025-04-02,LinkedIn,0
CUST_128,Isaac Le Roux,Chevallier-sur-Lambert,Guyane française,18-25,Freelance,2025-01-28,LinkedIn,0
CUST_129,Alphonse de Potier,Sainte Auguste,Turkménistan,46-60,Freelance,2024-10-15,Google Search,0
CUST_130,Lucie Lefebvre,Sainte Timothée-la-Forêt,Sainte Lucie,26-35,Freelance,2025-06-19,TikTok,0
CUST_131,Anastasie Weiss,Barre,Bhoutan,26-35,Freelance,2025-06-01,Partnership,1
CUST_132,Marguerite Klein,Leroux-sur-Perret,Sierra Leone,18-25,PME,2024-04-11,TikTok,0
CUST_133,Stéphanie Payet du Pineau,Pascal,Nigeria,18-25,Freelance,2024-08-11,LinkedIn,0
CUST_134,Virginie Moreno,Bourgeois,Tadjikistan,36-45,Freelance,2024-05-02,LinkedIn,1
CUST_135,Claude Aubry,Couturierdan,Arménie,26-35,PME,2025-01-18,Instagram,0
CUST_136,Laurence Le Lecomte,Saint Sébastien,Ouzbékistan,26-35,Enterprise,2025-05-19,Google Search,0
CUST_137,Timothée Marchand,Dufour,Irak,26-35,Freelance,2025-06-13,LinkedIn,1
CUST_138,Jérôme Le Roux,Legendre-les-Bains,Samoa,18-25,PME,2024-07-17,LinkedIn,0
CUST_139,Élise Pages,FaureBourg,Cap Vert,18-25,Freelance,2025-02-25,Google Search,0
CUST_140,Charlotte Peltier Le Renard,Mahe-la-Forêt,Trinité et Tobago,18-25,Startup,2024-12-22,Google Search,1
CUST_141,Théodore Teixeira,Carre,Paraguay,46-60,Startup,2024-02-22,Referral,0
CUST_142,Pauline Vidal,Raymond,Royaume-Uni,36-45,Freelance,2024-06-20,Google Search,1
CUST_143,Adèle Thomas,Chauvin,Sahara Occidental,46-60,Freelance,2025-02-05,Partnership,0
CUST_144,Geneviève Renaud,Bonnin,Cocos (Îles),36-45,Freelance,2024-08-23,Partnership,0
CUST_145,Roger Pichon de la Julien,Gilbert,Roumanie,36-45,Startup,2024-08-13,Google Search,1
CUST_146,Georges Marchand,MaryVille,Israël,36-45,PME,2024-04-18,LinkedIn,1
CUST_147,Joseph Nicolas-Baron,Leclercq,Mexique,36-45,Freelance,2024-07-18,LinkedIn,1
CUST_148,Valentine Grondin,RenaultVille,Gambie,36-45,Freelance,2025-03-17,LinkedIn,0
CUST_149,Paul Rousseau-Meyer,GayBourg,Cuba,36-45,Agency,2024-11-16,Instagram,0
CUST_150,Marcel Michaud,MassonVille,Antigua et Barbuda,26-35,Enterprise,2024-03-11,Google Search,0
CUST_151,Richard Leconte,Henrydan,Kenya,18-25,Freelance,2024-09-14,LinkedIn,0
CUST_152,Élise du Robert,Lemoine-sur-Jacquet,Ouganda,36-45,Enterprise,2024-08-30,Google Search,0
CUST_153,Xavier Dumont,Merle,République Dominicaine,26-35,Freelance,2025-03-01,Google Search,1
CUST_154,Rémy Delmas,Hebert,Bangladesh,18-25,Freelance,2025-05-30,Google Search,0
CUST_155,Franck Aubert,Giraud,République centrafricaine,36-45,Startup,2024-08-10,TikTok,0
CUST_156,Maurice Le Delattre,Camus,Hong Kong,18-25,PME,2025-03-06,LinkedIn,0
CUST_157,Raymond-Thibault Lefèvre,Thibaultnec,Mayotte,46-60,Startup,2025-02-22,LinkedIn,1
CUST_158,Alexandria Blanchard,Besnard,Soudan,36-45,Startup,2025-04-19,LinkedIn,1
CUST_159,Henri Lambert Le Benard,Sainte Benjamin,Belize,18-25,PME,2024-07-02,Instagram,0
CUST_160,Dominique Delmas,Barthelemy-sur-Mer,Soudan,36-45,Startup,2024-10-23,LinkedIn,1
CUST_161,Thérèse Potier,Saint SuzanneVille,République tchèque,26-35,Enterprise,2025-02-22,Instagram,1
CUST_162,Édith Rey,Hernandez,Nouvelle-Zélande,26-35,Freelance,2025-01-18,Partnership,0
CUST_163,Colette-Frédérique Léger,Ferrandboeuf,Syrie,18-25,Freelance,2024-05-10,Partnership,0
CUST_164,Nicolas-Alexandre Rossi,Saint Martinenec,Nouvelle-Zélande,46-60,Startup,2024-06-23,LinkedIn,1
CUST_165,Françoise de la Leclerc,Guillet,Égypte,36-45,Enterprise,2024-03-15,Partnership,1
CUST_166,Alexandrie Samson de Moulin,Baudrynec,Madagascar,18-25,Startup,2024-10-16,Google Search,0
CUST_167,Suzanne Le Chauveau,Le Gall,Saint Vincent et les Grenadines,26-35,PME,2024-07-28,LinkedIn,1
CUST_168,Jeanne Lévêque,Gillet,Japon,36-45,Freelance,2024-08-12,Instagram,0
CUST_169,Eugène Reynaud,Sainte Frédériquenec,Paraguay,18-25,Freelance,2024-10-25,LinkedIn,0
CUST_170,Chantal Gautier,Lombard,Ukraine,36-45,Freelance,2024-09-19,Partnership,0
CUST_171,Luc Deschamps,Bruneau,Bolivie,46-60,Freelance,2024-05-27,Instagram,1
CUST_172,Laurent Renault,ChauvetBourg,Swaziland,18-25,Freelance,2025-05-29,Instagram,1
CUST_173,Thierry Joseph,Dumont,El Salvador,46-60,Freelance,2025-02-07,Google Search,1
CUST_174,Roger-Robert Thibault,DeschampsBourg,Bulgarie,18-25,Freelance,2024-08-03,LinkedIn,0
CUST_175,Xavier Martinez-Alves,Brun,Soudan,36-45,Freelance,2025-04-26,Google Search,0
CUST_176,Simone Cordier,Saint Lorraine,Guatemala,36-45,Agency,2024-07-09,Partnership,1
CUST_177,Olivier Carpentier de Bertrand,Foucher-sur-Mer,Soudan,18-25,PME,2025-03-27,Google Search,1
CUST_178,Hugues Nguyen,Charrier,Groenland,18-25,Freelance,2024-09-06,Partnership,0
CUST_179,Suzanne-Michelle Guérin,Ruiz-sur-Dupuy,Macau,36-45,Startup,2024-01-14,Instagram,1
CUST_180,Claudine Breton,Moreno,Mariannes du Nord (Îles),26-35,Freelance,2024-08-19,Partnership,1
CUST_181,Théodore Le Lecomte,Daniel,Andorre,18-25,Freelance,2024-03-19,Google Search,1
CUST_182,Benjamin Ferreira-Faure,Merle,Micronésie (États fédérés de),26-35,Startup,2025-06-24,Instagram,1
CUST_183,Adrienne Le Bazin,Morvan,La Barbad,26-35,Freelance,2025-01-01,LinkedIn,0
CUST_184,Marguerite Weiss,Barbe,Trinité et Tobago,46-60,Startup,2025-05-27,LinkedIn,1
CUST_185,François Fernandes,Thomas,Autriche,36-45,PME,2024-09-28,LinkedIn,0
CUST_186,Martin Meunier,Saint Antoinette,Ghana,26-35,Freelance,2024-04-17,LinkedIn,0
CUST_187,Isaac-Sébastien Potier,Robin,Albanie,18-25,Agency,2024-03-24,LinkedIn,0
CUST_188,Gabriel Guillet,Saint LucVille,Algérie,26-35,PME,2024-01-04,LinkedIn,0
CUST_189,René Moreau,Olivier,Afghanistan,26-35,Freelance,2025-03-23,TikTok,0
CUST_190,Georges Pinto,Delannoy-la-Forêt,Cameroun,36-45,Freelance,2025-03-19,LinkedIn,1
CUST_191,Jean Faivre,Thibault,Soudan,18-25,Freelance,2024-01-06,Google Search,0
CUST_192,Alfred Brun,Rossi,Guyane française,18-25,Freelance,2024-02-03,Google Search,1
CUST_193,Michèle-Andrée Torres,Leclerc-sur-Neveu,Pitcairn (Îles),46-60,PME,2024-12-28,Instagram,1
CUST_194,Roger Rémy,Noël,Saint Vincent et les Grenadines,46-60,Freelance,2024-09-02,LinkedIn,1
CUST_195,Laurent Tanguy,Lemairenec,Émirats arabes unis,36-45,Freelance,2024-01-20,Google Search,0
CUST_196,Nicole-Maryse Hardy,Lefèvre-la-Forêt,Cocos (Îles),26-35,Freelance,2024-06-27,Google Search,0
CUST_197,Jacqueline Mendès-Labbé,Diallo,Suriname,18-25,Startup,2024-05-12,Google Search,1
CUST_198,Christelle Gauthier Le Olivier,Mathieu,Somalie,26-35,Freelance,2024-06-01,LinkedIn,0
CUST_199,Hugues Martin,Potier-les-Bains,Gibraltar,46-60,Freelance,2025-06-06,Google Search,0
CUST_200,Thomas Chartier,Carre-les-Bains,Féroé (Îles),18-25,Freelance,2024-12-03,TikTok,1
CUST_201,Denis Allain,Lefèvre,Cayman (Îles),18-25,Enterprise,2024-05-01,Google Search,1
CUST_202,William Langlois du Pottier,Rolland,Christmas (Île),26-35,Freelance,2025-04-26,Google Search,1
CUST_203,Nicolas Lesage,Saint Denise,Gambie,18-25,Freelance,2024-10-12,Instagram,1
CUST_204,Jeannine de Blanc,Carlier-sur-Chauvin,Groenland,26-35,PME,2024-05-16,LinkedIn,0
CUST_205,Maggie Marie Le Hervé,Imbertdan,Turquie,18-25,Startup,2024-07-25,Google Search,0
CUST_206,Zacharie-Henri Leclerc,Caron,Ethiopie,46-60,Startup,2025-04-20,LinkedIn,1
CUST_207,Lorraine Mace Le Sanchez,Delahaye-sur-Bonneau,Guinée Equatoriale,18-25,Enterprise,2024-11-25,Partnership,0
CUST_208,Alexandria de la Berger,Chrétien,Timor,36-45,Enterprise,2025-06-06,Google Search,1
CUST_209,Jacques Georges,Marchand,Benin,18-25,Enterprise,2024-07-26,LinkedIn,0
CUST_210,Édith Dijoux-Laurent,Julien,Norvège,26-35,PME,2025-02-26,Google Search,0
CUST_211,Charles Pelletier Le Lacroix,Maillet,Montserrat,18-25,Freelance,2024-06-03,LinkedIn,1
CUST_212,Agathe Antoine,Durand-sur-Goncalves,Jamaïque,26-35,Startup,2024-03-05,Google Search,1
CUST_213,Richard-Guillaume Maury,Poulain,Singapour,26-35,PME,2024-07-26,Google Search,0
CUST_214,Édith Gay du Guillet,Pottier-les-Bains,Côte d'Ivoire,26-35,PME,2024-10-09,LinkedIn,0
CUST_215,Inès Guyon,BarreVille,Tadjikistan,26-35,PME,2024-06-14,Partnership,0
CUST_216,Tristan de la Charpentier,Vidal,Ouganda,36-45,Enterprise,2024-06-02,Google Search,0
CUST_217,Thomas Chevallier Le Boyer,Saint Simone,Panama,18-25,Startup,2025-04-05,Google Search,1
CUST_218,Sabine Gallet,Girard,Guatemala,26-35,Freelance,2024-12-30,Event Walk-in,0
CUST_219,Marc de Dupuy,Dos Santos,Mariannes du Nord (Îles),26-35,Freelance,2025-04-06,Google Search,1
CUST_220,Susan Vincent,Buisson,Grenade,46-60,Freelance,2025-06-02,Google Search,1
CUST_221,Benjamin Roche,Blondel-sur-Labbé,Porto Rico,36-45,Agency,2024-11-30,Instagram,0
CUST_222,Marcel Godard,Aubry-sur-Mer,Allemagne,26-35,PME,2024-02-12,LinkedIn,1
CUST_223,Louise Traore de Briand,Blot-sur-Bourgeois,Mali,26-35,Startup,2025-01-31,Google Search,1
CUST_224,Lucas Daniel Le Lemaître,Saint Alphonse-la-Forêt,Macau,18-25,Freelance,2024-05-18,Google Search,0
CUST_225,Audrey Monnier,Lebrun-sur-Mer,Suriname,36-45,PME,2025-05-06,LinkedIn,1
CUST_226,Michelle Grondin,Dufour,Belize,18-25,PME,2025-02-14,TikTok,1
CUST_227,Alfred Buisson,Albert,Sierra Leone,26-35,Freelance,2025-06-29,Google Search,1
CUST_228,Édouard Grégoire,Klein,Jamaïque,26-35,Freelance,2025-04-02,Instagram,1
CUST_229,Manon Mary,Martineau,Soudan,26-35,Freelance,2024-06-21,LinkedIn,1
CUST_230,Christiane Mallet,Robert,Gabon,46-60,Freelance,2025-02-11,LinkedIn,0
CUST_231,Capucine Monnier,Saint AmélieVille,Macau,36-45,Startup,2024-09-13,LinkedIn,1
CUST_232,Maggie Roche du Marchand,Saint Alexandre-les-Bains,Émirats arabes unis,36-45,PME,2024-08-19,LinkedIn,1
CUST_233,Théophile Bouvier,Chartier-sur-Gimenez,Sainte Lucie,36-45,Startup,2024-04-25,LinkedIn,1
CUST_234,Laetitia Launay,Thierry-la-Forêt,Taiwan,18-25,Freelance,2025-05-23,Instagram,0
CUST_235,Diane Turpin,Sainte Charlotte-sur-Mer,Tuvalu,36-45,PME,2024-08-13,LinkedIn,0
CUST_236,Constance Pelletier,Saint Célinanec,Israël,36-45,PME,2024-08-21,LinkedIn,1
CUST_237,Guillaume Rocher de Robert,Giraud,Nouvelle-Zélande,36-45,Agency,2025-03-22,LinkedIn,0
CUST_238,Anne-Lorraine Hamon,Marionnec,Turks et Caïques (Îles),46-60,PME,2024-05-30,LinkedIn,1
CUST_239,Théophile Thibault,Rodriguez,Vierges britanniques (Îles),36-45,PME,2024-06-23,LinkedIn,0
CUST_240,Xavier de Lelièvre,Leclercq-sur-Mer,Angola,36-45,Startup,2025-02-01,Referral,1
CUST_241,Marc Leroy,Sainte Victoireboeuf,Italie,36-45,Freelance,2024-02-15,Google Search,0
CUST_242,Adrienne Dijoux,Roy-les-Bains,Nepal,36-45,Startup,2025-05-30,Instagram,0
CUST_243,Théophile Pages,Lagarde,Bulgarie,26-35,Freelance,2025-02-08,Event Walk-in,0
CUST_244,Alix Dupont,Denis-sur-Adam,El Salvador,46-60,Freelance,2024-09-30,LinkedIn,1
CUST_245,Claire Fouquet-Laine,Fontaine-la-Forêt,Tokelau,46-60,Startup,2024-05-15,LinkedIn,1
CUST_246,Pierre Besnard-Bouvet,Pruvostnec,Antilles néerlandaises,46-60,Enterprise,2024-10-02,Google Search,1
CUST_247,Xavier Salmon,Hamel-sur-Hamel,Grèce,36-45,Freelance,2024-12-26,Instagram,1
CUST_248,Thomas Garcia,DelahayeBourg,Mongolie,18-25,Freelance,2025-03-21,Event Walk-in,0
CUST_249,Thierry-Roland Dupuy,Seguin-sur-Mer,Madagascar,36-45,Startup,2024-06-03,LinkedIn,1
CUST_250,Guillaume Dupré-Jacob,Sainte Philippe,Namibie,18-25,Enterprise,2025-03-21,Instagram,0
CUST_251,Hortense Pinto du Dufour,Chauvinnec,Bermudes (Les),26-35,PME,2024-08-13,LinkedIn,0
CUST_252,Paul Bonnin,Thibault,Nouvelle-Zélande,46-60,PME,2024-06-28,Google Search,1
CUST_253,Noël Coulon,Mahe,Mozambique,18-25,Agency,2024-02-18,Google Search,0
CUST_254,Auguste Leleu,Saint Claude,Érythrée,18-25,Freelance,2025-06-18,Partnership,1
