customer_id,customer_name,city,country,age_group,segment,signup_date,acquisition_channel,is_member
CUST_26,Deborah Fletcher,Cameronhaven,Cyprus,26-35,Corporate,2024-01-04,Event Walk-in,1
CUST_27,Lauren Bowers,Johnchester,Spain,26-35,Créateur,2024-04-18,Partnership,1
CUST_28,Roger Jones,Hernandezmouth,Cyprus,26-35,Régulier,2025-01-17,Partnership,0
CUST_29,Mary Adams,Jimenezland,Micronesia,18-25,Créateur,2024-11-27,Google Search,0
CUST_30,Krystal Wagner,Johnberg,Western Sahara,18-25,Premium,2024-11-10,TikTok,0
CUST_31,Stacey French,Lake Wendyland,North Macedonia,26-35,Créateur,2024-03-21,Instagram,1
CUST_32,Brent Bell,Loveport,Bahrain,18-25,Créateur,2024-05-08,TikTok,1
CUST_33,Sheila Lloyd,Christopherfort,Kuwait,26-35,Premium,2025-06-24,Partnership,1
CUST_34,Stephen Cox,Bishopburgh,Seychelles,26-35,Créateur,2024-07-24,Event Walk-in,1
CUST_35,Joseph Peterson,Randolphmouth,Mauritania,46-60,Premium,2025-03-24,Referral,1
CUST_36,Rebecca Harmon,North Samantha,Belize,18-25,Régulier,2024-08-18,Instagram,1
CUST_37,Grant Ramos,Cherylmouth,Turkmenistan,18-25,Créateur,2024-08-23,Referral,0
CUST_38,Donald Perry,Johnburgh,Guam,18-25,Découverte,2024-03-01,TikTok,0
CUST_39,Joseph Chang,West Brandonfort,Chad,18-25,Premium,2024-03-13,Referral,0
CUST_40,Nicole Myers,Sampsonhaven,Greenland,36-45,Corporate,2024-08-07,Referral,0
CUST_41,Michelle Freeman,Josephhaven,Andorra,46-60,Régulier,2025-04-29,Partnership,1
CUST_42,Tamara Walker,Lake Devinview,Paraguay,26-35,Découverte,2024-04-09,Event Walk-in,1
CUST_43,Lindsey Bryan,West Pamela,Chile,36-45,Corporate,2025-02-24,Google Search,0
CUST_44,Anthony Willis,New Richardton,Ireland,18-25,Découverte,2025-02-16,Event Walk-in,1
CUST_45,Pamela Sandoval,South Rachel,Cuba,18-25,Régulier,2024-07-15,TikTok,1
CUST_46,Matthew Ellis,Howardbury,Barbados,26-35,Corporate,2024-07-06,LinkedIn,1
CUST_47,Stephanie Chapman,Nashland,Denmark,26-35,Découverte,2025-03-29,Partnership,0
CUST_48,Lee Riggs,East Sean,Russian Federation,18-25,Créateur,2024-01-16,Instagram,0
CUST_49,Alexis Bowen,Larsenhaven,Germany,26-35,Corporate,2025-05-12,Google Search,0
CUST_50,Jeffrey Fowler,New Jeffreyview,Greece,46-60,Découverte,2024-06-17,Google Search,0
CUST_51,Paul Allen,Ellisshire,Gabon,46-60,Premium,2025-04-10,LinkedIn,1
CUST_52,Joshua Ward,Piercechester,British Indian Ocean Territory (Chagos Archipelago),46-60,Régulier,2024-07-13,LinkedIn,0
CUST_53,Dawn Holland,Aguilarland,Saint Helena,18-25,Créateur,2024-03-03,Event Walk-in,1
CUST_54,Brandon Scott,Anneview,Grenada,18-25,Découverte,2025-05-03,Referral,0
CUST_55,Yolanda Hall,North John,Guinea-Bissau,18-25,Créateur,2024-03-23,Partnership,0
CUST_56,Andrew Duffy,Ochoaton,Croatia,18-25,Créateur,2024-03-10,Event Walk-in,0
CUST_57,Sandra Walker,Johnborough,Angola,46-60,Découverte,2024-09-09,Referral,0
CUST_58,Sheila Jones,West Brent,Guyana,18-25,Corporate,2025-06-19,LinkedIn,1
CUST_59,Julia Davis,Bradyside,Cuba,26-35,Premium,2024-09-01,LinkedIn,1
CUST_60,Wanda Mercado,Marquezstad,Azerbaijan,26-35,Premium,2025-04-13,LinkedIn,0
CUST_61,Christopher Gibbs,Krausefort,Saint Kitts and Nevis,18-25,Corporate,2024-04-12,Instagram,0
CUST_62,Lisa Cantrell,Salinasmouth,Pakistan,36-45,Régulier,2024-12-23,Instagram,0
CUST_63,Matthew Gill,Berryville,Guatemala,36-45,Premium,2024-06-10,Google Search,1
CUST_64,Michael Pineda,North Bill,Grenada,18-25,Créateur,2024-11-02,Event Walk-in,0
CUST_65,Matthew Bernard,North Sandra,Italy,26-35,Premium,2024-04-28,Instagram,0
CUST_66,Jeffery Powell,Grantville,Cook Islands,36-45,Premium,2024-08-03,Event Walk-in,1
CUST_67,Bridget Kelly,Lake Tyler,Guinea,26-35,Premium,2025-06-01,Google Search,1
CUST_68,Juan Alvarez,New Jenniferside,United Arab Emirates,18-25,Découverte,2025-03-09,Partnership,1
CUST_69,Jo Shelton,Port Melissaville,Aruba,18-25,Découverte,2024-12-07,Partnership,0
CUST_70,Abigail Martinez,Evelynside,Suriname,36-45,Régulier,2025-03-28,Referral,1
CUST_71,Dawn Leonard,Danielleborough,Isle of Man,18-25,Découverte,2024-03-18,Event Walk-in,0
CUST_72,Larry Arnold,New Javierberg,Malta,18-25,Premium,2024-05-31,Google Search,0
CUST_73,Miss Alison Gray,Johnview,American Samoa,18-25,Premium,2025-01-08,Partnership,0
CUST_74,Michelle Wallace,Baldwinberg,Finland,36-45,Régulier,2024-09-12,Event Walk-in,0
CUST_75,Erica Jones,North Michelle,Belarus,36-45,Créateur,2025-02-20,Referral,0
CUST_76,Eric Martinez,Port Kathy,Belgium,26-35,Régulier,2024-06-30,Google Search,0
CUST_77,Dorothy Davis,East Justintown,Ecuador,26-35,Premium,2025-02-25,Partnership,0
CUST_78,Jennifer Perkins,West Grant,Korea,36-45,Régulier,2024-04-20,Google Search,0
CUST_79,Michael Glover,Johnsonside,Togo,46-60,Régulier,2024-07-23,Partnership,1
CUST_80,James Boone,West Natasha,Poland,36-45,Premium,2024-08-21,TikTok,0
CUST_81,Tyrone Chapman,New Kristaside,Saudi Arabia,26-35,Corporate,2024-12-02,LinkedIn,0
CUST_82,David Mcclure,Baldwinside,Somalia,36-45,Premium,2025-06-05,Google Search,1
CUST_83,Bryan Nunez,South Daltonchester,Mongolia,18-25,Découverte,2024-09-24,TikTok,1
CUST_84,Wendy Edwards,Amandafurt,New Zealand,18-25,Découverte,2025-03-20,LinkedIn,1
CUST_85,Austin Cooper,South Josephside,Cuba,46-60,Créateur,2025-06-07,Instagram,1
CUST_86,Sara Carpenter,Juanberg,Kenya,26-35,Premium,2024-02-15,Event Walk-in,1
CUST_87,Adam Coleman,Aaronmouth,United States Minor Outlying Islands,18-25,Créateur,2024-07-20,LinkedIn,1
CUST_88,Gary Petersen,South Brettchester,Chile,18-25,Premium,2024-11-17,Event Walk-in,0
CUST_89,Amanda Nash,Lake Allen,New Caledonia,36-45,Créateur,2024-11-12,Event Walk-in,1
CUST_90,Allen Collier,Heathermouth,Barbados,36-45,Corporate,2024-10-29,Referral,0
CUST_91,Joseph White,Port Kimview,Tonga,26-35,Corporate,2025-01-23,Event Walk-in,0
CUST_92,Jennifer Lowe,Zacharyport,Israel,36-45,Corporate,2024-01-01,LinkedIn,1
CUST_93,Megan Brady,Gregorystad,Argentina,26-35,Corporate,2024-11-25,Google Search,1
CUST_94,Mary Perez,Davidhaven,Guinea,46-60,Régulier,2025-06-07,Google Search,0
CUST_95,Mary Chapman,East Alicia,Saint Martin,18-25,Premium,2025-06-11,Event Walk-in,1
CUST_96,Tyrone Scott,Martinbury,Tuvalu,18-25,Régulier,2024-11-13,TikTok,0
CUST_97,Mr. Joshua Bird,East Ryan,Isle of Man,26-35,Découverte,2024-02-17,TikTok,1
CUST_98,Traci Chapman,Bassside,Ghana,18-25,Corporate,2025-02-28,Event Walk-in,0
CUST_99,Tyler Martinez,Williamsview,Germany,46-60,Corporate,2025-02-13,TikTok,0
CUST_100,Cristian Fry,Tinaview,British Indian Ocean Territory (Chagos Archipelago),18-25,Découverte,2025-03-11,TikTok,0
CUST_101,Ashley Reid,Lake Christineton,Tonga,46-60,Découverte,2024-09-12,Partnership,0
CUST_102,Lisa Lee,Marcusport,Nauru,46-60,Régulier,2025-04-20,Event Walk-in,1
CUST_103,Kelly Arroyo,Josephland,Madagascar,46-60,Créateur,2025-05-31,Google Search,1
CUST_104,Travis Shaw,Carolinefurt,British Indian Ocean Territory (Chagos Archipelago),26-35,Corporate,2025-04-05,LinkedIn,0
CUST_105,John Hull,West Courtney,Nauru,36-45,Créateur,2025-05-11,Event Walk-in,0
CUST_106,Jennifer Ferguson,Troyberg,Austria,36-45,Corporate,2024-03-20,Event Walk-in,1
CUST_107,Julie Dodson,Lake Crystalmouth,Bahamas,26-35,Premium,2024-12-09,LinkedIn,0
CUST_108,Christine Mullins,East Mollymouth,Oman,26-35,Régulier,2024-08-24,Google Search,0
CUST_109,Stephanie Irwin,North Kristinmouth,Kiribati,26-35,Découverte,2025-02-28,Google Search,1
CUST_110,Nicholas Stark DDS,Alexborough,Saint Barthelemy,46-60,Corporate,2024-03-04,TikTok,1
CUST_111,Brandon Smith,Timothyton,British Virgin Islands,46-60,Créateur,2024-01-21,Partnership,1
CUST_112,Colleen Mitchell,West Mckenzieport,Mayotte,46-60,Découverte,2024-12-26,LinkedIn,1
CUST_113,Rhonda Cooper,Floreston,Nigeria,46-60,Créateur,2024-08-13,Google Search,0
CUST_114,Sharon Reynolds,Mcclureville,Iran,36-45,Corporate,2025-05-12,Instagram,1
CUST_115,Cody Rodriguez,Brandonfort,Namibia,36-45,Corporate,2024-06-18,Partnership,1
CUST_116,Laura Sanchez,West Sylvia,Palestinian Territory,26-35,Créateur,2025-06-30,Instagram,1
CUST_117,Christina White,East Patricia,Reunion,18-25,Découverte,2025-03-14,TikTok,1
CUST_118,Isaac Lowe,Morrowport,Cape Verde,26-35,Découverte,2024-09-23,Google Search,1
CUST_119,Lori Marshall,Lake Leonard,Belarus,26-35,Corporate,2024-11-30,LinkedIn,1
CUST_120,Natalie Greene,Lake Ronald,Venezuela,36-45,Corporate,2024-09-15,Partnership,0
CUST_121,Marie James,Janeborough,Botswana,46-60,Découverte,2024-02-23,LinkedIn,0
CUST_122,Stuart Evans,Washingtonfort,Israel,18-25,Découverte,2024-02-01,TikTok,0
CUST_123,Jessica Newton,New Julie,Afghanistan,18-25,Créateur,2024-06-05,TikTok,0
CUST_124,Lindsey Hoffman,Palmerport,Zambia,46-60,Découverte,2024-08-11,Google Search,1
CUST_125,Stephen Miller,Robinsonview,Switzerland,36-45,Régulier,2024-04-27,Partnership,0
CUST_126,Ashley Medina,Troytown,Venezuela,36-45,Découverte,2024-01-27,LinkedIn,1
CUST_127,Ashley Morgan,South Alicialand,Antigua and Barbuda,46-60,Régulier,2024-03-18,Referral,0
CUST_128,Christopher Lee,Lake Codyland,China,18-25,Premium,2024-05-03,Partnership,0
CUST_129,Brian Rodgers,Lake Rebeccachester,Saint Martin,36-45,Créateur,2025-03-14,Event Walk-in,1
CUST_130,Mark Brown,North Laura,Finland,18-25,Créateur,2024-12-15,Instagram,1
CUST_131,Dominic Knight,Judyton,Cape Verde,46-60,Découverte,2025-03-19,LinkedIn,1
CUST_132,James Russell,Port Brittanymouth,Montenegro,26-35,Corporate,2024-06-29,Event Walk-in,1
CUST_133,John Hanna,Hoffmanton,Iceland,46-60,Corporate,2025-03-22,Partnership,1
CUST_134,Justin Rice,Lake Ashleyside,Brunei Darussalam,36-45,Régulier,2024-03-29,LinkedIn,1
CUST_135,Douglas Martin,Perkinsland,Rwanda,26-35,Corporate,2025-01-23,LinkedIn,0
CUST_136,Elizabeth Grimes,West Cody,Bahrain,46-60,Premium,2024-07-05,Google Search,0
CUST_137,Thomas Cross,Andrewville,French Guiana,36-45,Premium,2024-12-14,LinkedIn,1
CUST_138,Margaret Chen,South Ryan,Nepal,18-25,Créateur,2024-07-14,Instagram,0
CUST_139,Tara Graham,East Anthony,Cote d'Ivoire,46-60,Corporate,2024-09-03,Event Walk-in,1
CUST_140,Becky Gonzales,Carriebury,Northern Mariana Islands,46-60,Corporate,2024-01-18,Instagram,1
CUST_141,Sarah Young,Cameronberg,Lithuania,26-35,Corporate,2024-09-06,LinkedIn,1
CUST_142,Lisa Cantrell,Jonathanville,Libyan Arab Jamahiriya,46-60,Créateur,2025-06-27,LinkedIn,1
CUST_143,Amanda Fuller,Matthewmouth,Sao Tome and Principe,36-45,Premium,2025-04-09,LinkedIn,1
CUST_144,Angela Stewart,Hernandezland,Indonesia,36-45,Régulier,2024-05-03,Event Walk-in,0
CUST_145,Regina Lang,Harrisburgh,Saint Helena,36-45,Découverte,2024-07-08,TikTok,0
CUST_146,Leah Jackson,Port Kevinside,Benin,46-60,Premium,2025-06-21,Referral,1
CUST_147,Rhonda Gibson,Stephensmouth,Luxembourg,18-25,Régulier,2024-10-30,TikTok,1
CUST_148,Eric Lloyd,New Katherine,Christmas Island,26-35,Premium,2024-01-15,Event Walk-in,0
CUST_149,Chelsey Reid,Port Anthonyfort,Solomon Islands,36-45,Découverte,2024-02-25,Referral,1
CUST_150,Kenneth Hodges,New Emilyport,Cuba,26-35,Corporate,2024-04-15,Partnership,0
CUST_151,Diane Dunn,North Janetburgh,Chad,36-45,Corporate,2025-05-05,Google Search,1
CUST_152,Krista Lee,South Michaelton,Mali,26-35,Découverte,2024-09-15,Partnership,1
CUST_153,Brandi Gomez,West Rebeccaview,Norfolk Island,18-25,Découverte,2025-02-14,Google Search,0
CUST_154,Amy Lane,East Julie,Zambia,18-25,Régulier,2024-06-01,Partnership,1
CUST_155,Cynthia Romero,North Jessicaville,Jersey,18-25,Régulier,2024-05-01,Referral,1
CUST_156,Antonio Smith,Robertshire,Iceland,26-35,Créateur,2025-01-24,Google Search,1
CUST_157,John Chandler,East William,Netherlands Antilles,36-45,Créateur,2025-03-15,LinkedIn,0
CUST_158,Jeffrey Hodges,North Kimberly,Reunion,18-25,Régulier,2024-08-04,LinkedIn,0
CUST_159,Wendy Hill,Port Nicole,United Kingdom,26-35,Régulier,2024-06-26,Referral,0
CUST_160,Holly Porter,Timothybury,Ireland,26-35,Découverte,2025-02-22,Google Search,1
CUST_161,Alan Castillo,Josephton,Bangladesh,36-45,Découverte,2024-08-25,LinkedIn,1
CUST_162,Brittany Swanson,Christopherland,Tunisia,46-60,Découverte,2024-08-27,LinkedIn,0
CUST_163,Eric Jackson,Amandaborough,Mongolia,46-60,Découverte,2024-08-18,Event Walk-in,0
CUST_164,Eric Green,New Connorberg,Latvia,36-45,Régulier,2024-03-14,Instagram,0
CUST_165,Karen Garcia,Lake Michael,Liechtenstein,36-45,Créateur,2024-10-22,Google Search,0
CUST_166,David Whitney,South Jasmine,Peru,46-60,Premium,2025-02-16,LinkedIn,1
CUST_167,Melissa Buckley,Philipville,Antigua and Barbuda,46-60,Découverte,2024-02-10,Google Search,1
CUST_168,William George,East Carl,Micronesia,36-45,Découverte,2024-04-03,TikTok,0
CUST_169,Victoria Combs,Barneshaven,French Southern Territories,36-45,Créateur,2024-02-11,Partnership,0
CUST_170,Jeremiah Brown,Burkebury,Gabon,46-60,Créateur,2025-03-28,LinkedIn,0
CUST_171,Mary Jacobs,Port Megan,British Virgin Islands,46-60,Corporate,2024-04-03,Google Search,1
CUST_172,John Whitehead,East Barbarashire,Guyana,46-60,Premium,2024-11-24,Event Walk-in,0
CUST_173,Colin White,Birdview,Switzerland,26-35,Premium,2025-02-25,Event Walk-in,1
CUST_174,Cheryl Richardson,New Nicole,Faroe Islands,36-45,Corporate,2024-02-07,Google Search,0
CUST_175,Susan Thomas,Matthewshire,Cameroon,36-45,Premium,2024-11-27,Instagram,1
CUST_176,Maurice Harris,Tinaland,Vietnam,18-25,Créateur,2025-04-18,Google Search,0
CUST_177,Natasha Kramer,Ramosland,Jordan,26-35,Créateur,2025-01-05,Referral,1
CUST_178,Tommy Anderson,West Sarah,North Macedonia,46-60,Découverte,2024-07-27,LinkedIn,0
CUST_179,Heather Rodgers DDS,Port Molly,Pitcairn Islands,36-45,Corporate,2025-05-11,Instagram,0
CUST_180,Jessica Barnes,Ericaberg,Dominica,26-35,Régulier,2024-11-14,Referral,0
CUST_181,Amanda Gutierrez,New Alejandro,Luxembourg,46-60,Découverte,2024-08-18,Partnership,0
CUST_182,John Martinez,West Beth,Mozambique,46-60,Découverte,2024-06-06,Google Search,1
CUST_183,Amanda Thomas,New Charles,Greenland,36-45,Corporate,2025-05-09,Google Search,0
CUST_184,Jerome Kennedy,Pollardfurt,Bolivia,46-60,Créateur,2024-05-28,Google Search,0
CUST_185,Patricia Holmes,East Timothyshire,Macao,26-35,Découverte,2024-10-09,Partnership,1
CUST_186,Madison Armstrong,South Julieville,Taiwan,36-45,Créateur,2024-09-30,Partnership,0
CUST_187,William Mercado,Lake Ryan,Denmark,36-45,Premium,2025-05-16,Partnership,0
CUST_188,Peter Wood,Lake Angela,Pitcairn Islands,46-60,Créateur,2025-05-10,LinkedIn,1
CUST_189,Laura Harper,New Amandaborough,El Salvador,46-60,Corporate,2024-11-25,Partnership,0
CUST_190,Amanda Tran,Ryanport,Comoros,26-35,Créateur,2025-01-27,TikTok,1
CUST_191,Paige Smith,Jimmyberg,Panama,18-25,Premium,2025-04-29,Event Walk-in,1
CUST_192,Robert Bailey,Caitlinshire,Cook Islands,46-60,Régulier,2025-05-22,Instagram,0
CUST_193,Stephanie Pope,Gregoryview,Netherlands,36-45,Découverte,2025-03-26,Instagram,1
CUST_194,Heather Dennis,Port Danielleton,Dominica,18-25,Régulier,2025-02-23,Partnership,0
CUST_195,Sydney Simon,Lake Christopher,Zambia,18-25,Corporate,2024-09-28,LinkedIn,1
CUST_196,David Duke,Rubioland,Iran,18-25,Premium,2025-06-30,Google Search,1
CUST_197,Mary Kelly,Garciamouth,Cambodia,46-60,Créateur,2024-02-06,Referral,0
CUST_198,April Hill,Shellyfurt,Lithuania,26-35,Premium,2024-08-20,Event Walk-in,0
CUST_199,Jordan Johnson,West Lindaport,Micronesia,46-60,Découverte,2024-04-12,Google Search,0
CUST_200,Jose Clark,Hillview,Sweden,36-45,Découverte,2024-02-17,LinkedIn,0
CUST_201,Kimberly Gamble,Spearsmouth,Saint Helena,36-45,Premium,2025-01-18,Google Search,0
CUST_202,Ryan Harris,East Dawn,Tunisia,26-35,Créateur,2025-02-25,Referral,0
CUST_203,Amy Massey,Hollyland,Hong Kong,26-35,Régulier,2024-03-21,Referral,1
CUST_204,Gary Ellis,Hendersonmouth,Mayotte,26-35,Corporate,2024-05-26,TikTok,1
CUST_205,Cynthia Short MD,West Susan,Holy See (Vatican City State),36-45,Corporate,2024-09-18,Event Walk-in,0
CUST_206,Elizabeth Martin,Bennettburgh,Greenland,46-60,Premium,2024-06-10,Instagram,1
CUST_207,Zachary Taylor,Garrettfort,Faroe Islands,36-45,Créateur,2024-11-02,Event Walk-in,1
CUST_208,Stephanie Sims,New Jenniferberg,Northern Mariana Islands,36-45,Corporate,2024-11-05,TikTok,1
CUST_209,Shannon Jensen,Port Jeffreyland,Serbia,46-60,Découverte,2024-08-30,Google Search,1
CUST_210,Angela Harris,West Brookeburgh,Singapore,36-45,Premium,2024-01-23,Partnership,1
CUST_211,Michael Davies,Smithfort,Moldova,36-45,Découverte,2024-02-20,Referral,1
CUST_212,Gregory Cameron,Johnathanberg,Mayotte,36-45,Régulier,2024-12-26,TikTok,0
CUST_213,Daniel Dixon,Dunnburgh,Anguilla,36-45,Régulier,2024-04-09,Event Walk-in,0
CUST_214,Michelle Thomas,Elliottbury,India,36-45,Corporate,2024-02-04,Referral,1
CUST_215,Jordan Salazar,Friedmanview,Algeria,26-35,Découverte,2024-10-29,LinkedIn,1
CUST_216,John Vasquez,Whitetown,Bulgaria,26-35,Régulier,2024-05-15,Partnership,1
CUST_217,Joshua Callahan,North Williammouth,Liberia,36-45,Régulier,2024-09-20,Partnership,1
CUST_218,Ariana Wright,East Sheila,Kuwait,36-45,Premium,2024-04-27,Google Search,0
CUST_219,Angela Maynard,Williamport,Sudan,26-35,Régulier,2025-02-10,Partnership,1
CUST_220,James Sanders,Underwoodtown,Cape Verde,18-25,Corporate,2024-01-15,LinkedIn,0
CUST_221,Jamie Matthews,East Shane,Liechtenstein,46-60,Premium,2024-09-25,Referral,1
CUST_222,Carrie Eaton,Julieshire,Thailand,36-45,Découverte,2024-08-27,Google Search,0
CUST_223,Joshua Molina,Anthonybury,Pitcairn Islands,36-45,Créateur,2024-08-14,Event Walk-in,0
CUST_224,Katherine Gordon,Carlosville,Austria,46-60,Premium,2025-02-22,Instagram,0
CUST_225,Erica Roberts,Port Jessica,Sierra Leone,18-25,Découverte,2024-11-07,Google Search,0
CUST_226,Michele Lopez,Sharonfurt,Jordan,18-25,Régulier,2024-05-18,Google Search,1
CUST_227,Lawrence King,Pachecotown,Poland,36-45,Créateur,2025-03-05,Referral,0
CUST_228,Carmen Kirk,Jessicaburgh,Norfolk Island,46-60,Découverte,2025-05-16,Referral,1
CUST_229,Drew Morrison,Farmerfort,Syrian Arab Republic,36-45,Découverte,2025-01-14,TikTok,1
CUST_230,Monica Peterson,Port Lancefurt,Eritrea,46-60,Régulier,2025-01-06,Instagram,1
CUST_231,Anthony Hartman,West Jonathonborough,Saint Martin,36-45,Découverte,2025-02-11,LinkedIn,0
CUST_232,Scott Johnson,Victoriamouth,Swaziland,18-25,Corporate,2024-04-03,Event Walk-in,0
CUST_233,Gabriel Friedman,Pereztown,Korea,18-25,Découverte,2024-12-07,TikTok,0
CUST_234,Paige Mendez,Lake John,Italy,26-35,Découverte,2024-07-31,Referral,0
CUST_235,Evan Lewis,East Lisa,Montserrat,26-35,Premium,2024-05-31,Partnership,0
CUST_236,Paul Thomas,Ballbury,United Arab Emirates,36-45,Régulier,2024-05-13,Referral,1
CUST_237,Sandra Bailey,Danielsside,Gabon,26-35,Découverte,2024-01-27,TikTok,0
CUST_238,Kimberly Caldwell,Snyderfurt,Somalia,36-45,Régulier,2024-11-27,Instagram,0
CUST_239,Anthony Walsh,Lake Wesley,Uzbekistan,36-45,Découverte,2024-05-09,Event Walk-in,1
CUST_240,Jennifer Pugh,Danielstad,Martinique,18-25,Découverte,2025-05-02,Google Search,1
CUST_241,Marissa Hammond,Hillside,Wallis and Futuna,18-25,Corporate,2025-05-30,TikTok,0
CUST_242,Ronnie Williams,Evansberg,Pakistan,36-45,Corporate,2024-02-01,Instagram,1
CUST_243,Samantha Mccullough,Justinbury,Burkina Faso,46-60,Corporate,2024-04-20,Google Search,1
CUST_244,Samuel House,Jacobsonhaven,Seychelles,18-25,Découverte,2024-11-25,Referral,0
CUST_245,Ricky Robertson,North Anne,Germany,18-25,Régulier,2024-10-08,Referral,1
CUST_246,Maria Nelson,Mcbridefort,Nauru,46-60,Créateur,2025-06-27,LinkedIn,1
CUST_247,Kenneth Taylor,New Alexanderhaven,Jamaica,46-60,Découverte,2024-04-27,Partnership,0
CUST_248,Melanie Ray,Taylorshire,Syrian Arab Republic,46-60,Corporate,2024-08-21,Google Search,1
CUST_249,Leroy Pierce,New Karenstad,Uruguay,46-60,Corporate,2025-03-01,Event Walk-in,0
CUST_250,Bryan Walker,East John,Papua New Guinea,36-45,Corporate,2024-11-16,Event Walk-in,1
CUST_251,Michele Gonzalez,Berryview,Saint Kitts and Nevis,36-45,Régulier,2025-04-30,Instagram,0
CUST_252,Andre Andrade,West Matthewside,British Indian Ocean Territory (Chagos Archipelago),18-25,Découverte,2025-03-18,Instagram,1
CUST_253,Elizabeth Perez,Lake Rachel,Russian Federation,26-35,Créateur,2024-03-02,Referral,1
CUST_254,Robert Martinez,Arnoldport,Pakistan,18-25,Corporate,2024-12-28,Partnership,1
CUST_255,Gerald Simon,North John,Paraguay,18-25,Premium,2024-11-15,LinkedIn,0
CUST_256,Angela Bowman,Delacruzbury,Peru,26-35,Régulier,2025-05-08,TikTok,0
CUST_257,Debra Campos,New Jacobbury,Belize,36-45,Créateur,2025-01-11,Instagram,1
CUST_258,Ricky Conway,Lake Kathleenstad,Guam,26-35,Corporate,2024-01-27,Referral,1
CUST_259,Ronald Green,Michaelbury,Uruguay,18-25,Régulier,2024-10-06,Event Walk-in,1
CUST_260,Caitlin Smith,East Ashley,Belarus,36-45,Premium,2024-01-07,TikTok,0
CUST_261,Andrea Sherman,Brownchester,Venezuela,46-60,Découverte,2024-05-25,Event Walk-in,0
CUST_262,Julian Garcia,Bryanberg,Afghanistan,18-25,Créateur,2024-08-08,Google Search,1
CUST_263,Elizabeth Horne,Patrickstad,Faroe Islands,46-60,Premium,2024-06-10,LinkedIn,1
CUST_264,Jennifer Grant,North Carolinemouth,Sierra Leone,36-45,Créateur,2024-03-27,Instagram,0
CUST_265,Tina Green,Williamsview,Montenegro,26-35,Créateur,2024-02-20,Event Walk-in,0
CUST_266,Norma Hart,Lisaside,Canada,36-45,Corporate,2025-03-10,Google Search,1
CUST_267,Steven Roth,Brianshire,Australia,46-60,Premium,2024-08-08,Partnership,0
CUST_268,Justin Stuart,Christopherstad,Somalia,36-45,Corporate,2024-04-23,LinkedIn,1
CUST_269,Amber Garcia,West Deborah,Kiribati,36-45,Découverte,2024-08-13,Google Search,0
CUST_270,Andrea Williams,Kelseymouth,Japan,18-25,Régulier,2024-11-04,TikTok,0
CUST_271,Brandon Cook,Wagnerside,Aruba,36-45,Premium,2024-12-01,Instagram,0
CUST_272,Miguel Holmes,Suttonview,Belgium,46-60,Corporate,2024-06-28,TikTok,1
